acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.108968,8.730425,1.462039,1.119251,0.006308,-0.016980
-0.070326,8.876481,1.448321,1.099395,-0.073432,0.031643
-0.032507,8.810442,1.465830,1.126298,0.152977,-0.054304
0.058211,8.849399,1.572100,1.124181,0.025507,0.076466
-0.051655,8.898391,1.583211,1.211863,0.028612,-0.092177
-0.036804,8.797383,1.843878,1.196340,-0.053681,-0.094752
-0.160843,8.859218,1.441884,1.257648,-0.112141,-0.066110
0.026073,8.937859,1.756482,1.246522,-0.041564,0.019820
0.020475,8.663610,1.730344,1.310243,0.044690,0.037619
-0.030248,8.618561,1.720611,1.373587,-0.000096,0.015173
0.023806,8.602827,1.687419,1.363705,0.007083,-0.019860
-0.163229,8.723794,1.878388,1.343090,-0.040878,0.021081
0.027799,8.774742,1.852271,1.376594,-0.033159,-0.033112
0.047041,8.677397,1.859519,1.342358,0.048942,0.003931
-0.063699,8.888648,1.845046,1.381320,0.040427,-0.028022
-0.079905,8.657045,1.958280,1.375718,0.051061,-0.026855
-0.168575,8.721701,1.945531,1.447181,0.002059,0.057129
-0.133312,8.711648,2.060693,1.490210,-0.059956,0.027194
-0.151745,8.764269,2.093444,1.486542,0.094396,-0.000056
-0.001224,8.723848,2.062281,1.420622,0.017868,0.097230
-0.003370,8.435801,2.141764,1.632753,0.091548,-0.050988
0.057192,8.498813,2.005921,1.621147,-0.036100,0.011214
0.015592,8.470689,1.969479,1.533475,-0.032223,-0.033812
-0.176617,8.528898,1.846047,1.663633,0.040036,0.013841
0.024649,8.385724,2.344040,1.572767,-0.015582,-0.037306
-0.059216,8.504246,2.168198,1.705354,0.058909,0.052819
0.013650,8.495543,2.189098,1.645692,-0.136977,-0.088348
0.119587,8.269894,2.308732,1.776117,-0.020063,-0.037536
0.110717,8.450356,2.532132,1.808752,0.063258,0.001222
-0.091613,8.187668,2.211615,1.733531,-0.006605,0.011358
0.079253,8.394931,2.371983,1.849787,0.021123,0.036301
-0.134755,8.409219,2.241525,1.849830,-0.058484,0.037743
0.139074,8.642101,2.461240,1.798221,-0.125805,-0.106408
0.069973,8.222080,2.228818,1.783627,0.026561,0.005690
-0.072326,8.132091,2.301180,1.865333,0.097547,-0.063454
0.206683,8.277996,2.549160,1.876326,0.015222,-0.036814
-0.037083,8.206522,2.648120,1.900697,-0.079997,0.070495
-0.003880,8.272964,2.537631,1.886783,0.101570,-0.001624
-0.041058,8.022466,2.352598,1.993849,-0.002665,-0.001537
-0.031387,8.180089,2.464370,1.934827,0.005956,0.015900
-0.004137,8.161775,2.388761,1.946399,-0.006252,-0.030505
-0.109815,8.186211,2.722706,2.122178,-0.004487,0.077262
-0.138441,8.138367,2.827725,2.018996,0.012964,-0.066068
0.093249,8.089932,2.677656,2.028006,0.010527,0.079300
-0.075521,8.139520,2.786002,2.083041,0.069186,0.032036
0.075528,8.081222,2.889618,2.174895,-0.002952,0.119511
0.011351,8.141574,2.924643,2.090838,-0.038323,-0.060503
-0.096543,7.812448,3.034140,2.253242,0.040972,-0.016706
0.030799,7.805701,2.792040,2.220725,0.034385,0.098306
0.092625,7.959892,2.845027,2.102464,-0.013268,-0.023126
0.168106,7.849794,2.839473,2.102755,0.053016,-0.013520
0.025366,8.004337,3.023590,2.260003,0.117989,-0.017662
0.109349,7.963326,3.051532,2.223547,0.005933,0.049362
-0.031105,7.929035,3.034487,2.237851,-0.031548,0.052859
0.025812,7.996231,3.116977,2.306702,-0.102236,-0.061270
0.005306,7.788445,3.087257,2.384414,0.020096,-0.038110
-0.003362,7.890736,3.372697,2.322415,0.000662,0.036787
-0.062853,7.900244,3.264906,2.284605,-0.042047,0.013648
0.011760,8.112124,3.120103,2.369109,0.028593,-0.061475
0.038891,7.717741,3.152062,2.413540,0.054579,0.024341
0.029872,7.897168,3.261313,2.424222,-0.004794,-0.041743
0.151094,7.766231,3.211938,2.435249,0.062985,-0.005951
0.324478,7.806949,3.194238,2.415941,-0.024612,0.010043
-0.083312,7.628533,3.421741,2.463339,0.024265,0.026142
-0.043725,7.738953,3.330508,2.548046,0.071178,0.049793
0.087779,7.604074,3.237838,2.478468,-0.045177,-0.003789
0.026916,7.759813,3.435587,2.524204,-0.056916,-0.022085
-0.097134,7.751011,3.335197,2.544620,-0.033592,-0.015789
-0.062585,7.538453,3.609376,2.648851,0.009962,0.123590
0.076011,7.706341,3.631680,2.620036,-0.014503,0.000207
0.337518,7.410649,3.422186,2.645918,0.021763,0.103836
-0.073941,7.495672,3.410259,2.612410,0.042952,0.010388
-0.035958,7.433792,3.608550,2.597704,0.038535,0.063381
0.006204,7.619523,3.658050,2.654983,-0.000447,-0.086268
0.072361,7.499004,3.880436,2.656484,0.052401,-0.023321
0.028132,7.302330,3.534391,2.685567,0.011473,-0.026121
-0.208860,7.509922,3.668837,2.739049,0.036966,-0.058087
-0.056211,7.731168,3.778108,2.738904,0.007704,0.048470
0.087132,7.360142,3.621110,2.867663,-0.033253,0.046869
0.004417,7.474646,3.547027,2.788131,0.091310,-0.056689
-0.021637,7.437588,3.772743,2.915345,-0.032824,0.100662
-0.097607,7.353170,3.806115,2.900070,-0.050801,-0.026112
0.010896,7.472504,3.985818,2.931145,0.052632,-0.003536
-0.035322,7.327204,3.937411,2.915902,0.037918,0.006590
0.073301,7.311853,4.008516,2.870576,-0.040649,0.011756
0.117550,7.500974,4.155845,3.017609,0.080799,0.038976
-0.103970,7.329654,3.972576,2.992782,0.037441,-0.033338
-0.011769,7.232089,3.821733,2.992338,-0.041207,-0.062437
10.011122,33.717800,14.010319,-5.983323,0.009276,0.034383
8.024078,29.164513,11.395226,-4.844313,0.012132,0.027831
6.610517,25.701288,9.491673,-3.957578,0.020645,-0.036307
5.385889,22.714485,7.364353,-3.193083,0.033421,-0.033484
4.191553,20.430298,5.973557,-2.604998,-0.031180,-0.026325
3.403388,18.274094,4.929302,-2.173443,0.063289,0.053284
2.756747,16.649519,4.158593,-1.692157,0.098610,-0.009462
2.229517,15.225727,3.369843,-1.244154,-0.011376,0.012760
1.947832,14.268553,2.454398,-1.153142,0.018616,0.041781
1.444195,13.483955,2.286850,-0.925826,0.088836,0.011957
1.120755,12.788205,1.824220,-0.733563,-0.045450,0.020925
0.725226,12.360402,1.273475,-0.613288,-0.030412,-0.038824
0.860689,11.809643,1.279340,-0.358922,-0.013174,-0.072849
0.732589,11.124273,0.838896,-0.434798,-0.002578,0.027333
0.557722,11.085334,0.814906,-0.296943,0.033831,-0.032243
0.534093,10.937501,0.589404,-0.246600,-0.043803,-0.030982
0.135179,10.611518,0.549400,-0.259929,-0.059419,0.053210
0.158796,10.580914,0.514517,-0.139359,0.048833,0.001966
0.250401,10.006772,0.175878,-0.102266,-0.088064,0.043154
0.417292,10.202694,0.029232,-0.105713,0.031355,0.019001
0.303268,10.183696,0.349647,-0.142376,-0.074902,-0.035603
0.159116,10.167143,0.219795,-0.047283,0.034505,-0.068397
0.185906,10.328590,0.259612,-0.110380,-0.036162,-0.017865
-0.106655,10.062766,0.253158,-0.117894,-0.071103,-0.041092
0.211704,9.920519,0.234125,-0.036115,-0.059030,-0.005790
0.111329,10.280414,0.004331,0.012500,-0.065089,-0.010322
-0.060888,9.871755,0.100689,0.011112,-0.020913,-0.028683
-0.106802,9.513746,0.172536,0.018351,-0.015310,0.055225
0.044323,9.722859,0.522129,-0.018074,-0.017142,0.023985
0.001605,9.873748,0.386438,-0.023198,0.051044,-0.027417
0.099169,9.689112,0.584506,-0.036859,-0.003076,0.035207
0.006713,9.651915,0.529396,-0.089876,0.050849,0.023316
-0.034594,9.577758,0.818746,-0.104162,0.060413,0.111705
-0.032448,9.516273,0.766738,0.012078,0.071349,0.004269
0.136830,9.404121,0.394982,-0.120788,-0.092206,0.012754
0.062004,9.073156,0.922565,-0.067010,-0.045729,-0.003137
0.020337,9.396233,0.703103,-0.006330,-0.072638,-0.022444
-0.186301,9.244341,0.872508,0.038686,-0.053764,0.043488
-0.058985,9.159988,1.273817,-0.060742,0.027290,0.054866
0.100143,9.212546,1.108181,0.000860,0.045458,-0.057580
0.177535,9.000576,0.825521,0.019781,-0.042635,0.012977
-0.022630,9.057571,1.020901,-0.022688,0.024256,0.016848
-0.021164,8.813930,1.382704,-0.077489,-0.067493,0.043617
0.089935,8.911905,1.342237,-0.025705,0.057469,-0.002237
-0.004470,8.794205,1.190607,-0.104954,0.048306,-0.018519
-0.262373,8.725286,1.436892,-0.017294,-0.032373,0.082215
0.145112,8.832616,1.651597,-0.077920,-0.016871,0.005372
-0.119763,8.538562,1.586022,-0.088399,0.016526,0.080596
0.303829,8.695224,1.727893,-0.058012,0.019757,-0.137472
-0.046535,8.348406,1.753419,-0.035133,-0.015652,-0.040925
-0.132079,8.362556,1.710160,0.021187,-0.016312,-0.008874
0.191149,8.285383,1.496408,-0.051443,-0.095841,-0.056599
0.060533,8.180842,1.859418,0.015773,-0.105498,-0.038316
-0.010405,8.168658,2.014327,-0.051966,0.087181,0.038430
-0.183944,8.076240,2.066755,-0.059537,0.065226,-0.037026
-0.073690,7.882003,2.130081,0.019078,-0.067944,0.053663
0.134771,8.006438,1.879737,-0.051382,-0.051425,-0.010857
0.084716,7.749430,2.217278,-0.016906,-0.024737,0.027698
-0.106496,7.746213,2.192377,-0.059621,0.031019,0.022111
-0.021996,7.744868,2.381235,-0.033216,-0.022069,0.007577
-0.053528,7.876574,2.409516,-0.002356,0.103090,0.046971
-0.083707,7.591816,2.243259,0.019233,0.154426,0.025798
0.034888,7.589957,2.221480,-0.005033,0.035201,-0.050448
-0.064286,7.461161,2.760408,-0.051158,-0.025308,0.032381
-0.204333,7.333102,2.769708,-0.037370,0.006911,0.054373
0.162812,7.353445,2.625845,0.014798,-0.008086,-0.033500
0.073948,7.100368,2.543536,0.028706,0.038695,-0.080313
-0.033688,7.502386,2.779776,-0.043414,0.008276,0.038941
0.012112,7.389232,3.150074,0.018050,0.014195,0.029262
-0.069222,7.187935,3.181078,-0.023946,-0.033693,-0.013063
-0.182664,7.250043,2.905418,-0.025902,-0.001734,-0.094279
0.012297,7.034398,2.977839,-0.046424,0.002810,-0.014068
-0.117972,7.033460,3.277449,-0.038589,0.024400,-0.053948
-0.015568,6.945482,3.291709,-0.107348,-0.017408,0.038206
-0.116594,6.962610,3.386673,0.058733,0.039106,-0.073413
0.312435,6.765492,3.298567,-0.036961,0.012832,0.008880
0.092276,6.845695,3.354510,0.001924,-0.045852,0.003247
-0.048380,6.749117,3.384594,-0.003723,0.041284,-0.040286
-0.049264,6.631711,3.668601,-0.041695,-0.135191,-0.031073
-0.072552,6.336652,3.384281,-0.050357,-0.050979,0.008281
-0.151130,6.336936,3.660904,-0.026632,-0.112961,0.010775
-0.142666,6.346964,3.651751,-0.069949,0.024284,-0.064093
-0.052861,6.526773,3.889259,-0.021731,-0.014158,0.015155
0.001936,6.249528,3.823021,-0.016694,-0.012758,-0.076814
0.039330,6.311730,3.831279,-0.096488,-0.029194,-0.000414
0.004378,5.934613,4.030783,-0.052738,0.031261,-0.013961
0.091458,6.081577,4.288545,-0.070275,-0.013905,0.011293
-0.105749,6.078057,4.131446,-0.005478,0.093919,-0.033445
-0.012036,5.975024,4.213782,-0.025095,0.021306,-0.001171
0.101755,6.090849,4.265844,-0.046150,-0.077463,-0.025542
0.097838,5.778087,4.423213,-0.074502,-0.086330,-0.039784
-0.091439,5.929957,4.661759,-0.072870,0.029189,0.030055
-0.014650,5.472750,4.395897,-0.065408,-0.013011,-0.092912
0.147825,5.739003,4.556720,-0.044629,0.019949,0.041247
0.121040,5.667547,4.738162,-0.055263,0.052593,-0.075785
0.110331,5.728795,4.700274,-0.081690,0.035483,0.083556
0.108631,5.446114,4.650227,0.005665,-0.002017,-0.109759
0.204812,5.445692,4.884172,-0.119828,0.006470,-0.017903
0.014849,5.286143,4.854089,-0.073695,0.003277,0.005757
0.172319,5.359932,4.712578,0.029119,0.006830,0.061420
-0.025829,5.443957,4.957483,-0.017401,-0.005767,0.053216
-0.216057,5.394026,5.130210,-0.066421,0.140722,0.018763
-0.008402,5.059069,5.243390,0.001845,0.026255,0.093857
-0.065038,5.178207,5.243755,0.022730,-0.080253,0.070174
0.029362,4.994657,5.222879,-0.033638,0.005358,-0.063963
0.125477,4.810132,5.114429,0.010018,-0.032569,0.005008
0.073733,4.926500,5.431872,-0.030195,0.096251,0.099113
0.048927,4.749065,5.533926,-0.013363,0.003199,-0.018672
-0.005467,4.665854,5.467185,0.039914,-0.016446,-0.021067
0.242477,4.452889,5.629770,0.033845,-0.026915,-0.001888
-0.201493,4.584877,5.582944,-0.093849,0.035210,0.097043
-0.250203,4.581328,5.654559,0.021580,0.073090,-0.042305
-0.251905,4.572169,5.937549,-0.002364,-0.047158,-0.011388
0.178815,4.451274,5.836059,0.024732,0.005091,-0.070632
0.159379,4.546864,6.031744,-0.079328,-0.069058,0.024573
-0.112985,4.305917,6.013642,0.089920,0.068123,-0.094799
-0.217154,4.274858,6.298843,0.058081,0.046820,-0.077265
0.076792,4.332122,6.113218,-0.027831,0.054776,0.027522
-0.008786,4.137844,6.058554,-0.077824,0.030537,-0.106875
-0.115653,4.180826,6.386318,-0.023209,0.056898,0.000920
-0.118933,4.081808,6.276386,-0.036713,0.044467,0.048738
0.040777,3.957652,6.471327,0.054037,0.043717,0.054069
0.009926,4.008423,6.454319,0.025483,0.013276,0.004475
0.074902,3.675991,6.741412,-0.022724,-0.060618,-0.047766
0.056379,3.798320,6.354575,-0.024660,0.012073,0.072041
-0.098724,3.798085,6.647169,-0.012348,0.050174,0.053966
-0.229654,3.710912,6.612672,-0.021528,0.029735,-0.012176
0.169358,3.512555,6.767674,0.056452,0.031792,-0.059524
0.141475,3.352175,6.689152,-0.001276,0.082406,-0.009062
-0.023580,3.495913,6.713773,0.013335,0.027294,-0.051831
-0.200164,3.432277,6.866305,0.016786,-0.069692,-0.031281
-0.047067,3.047391,6.922369,0.045339,0.017838,-0.015224
-0.000908,3.318632,6.976483,0.014177,-0.003005,0.000629
0.198885,3.061618,7.052243,0.024997,-0.036368,0.002017
0.184483,3.105919,7.133155,-0.023156,-0.079280,-0.046023
-0.018616,3.179690,7.440527,0.071170,0.019236,-0.066179
-0.098015,2.949008,7.340586,-0.083957,-0.005608,0.078059
-0.118349,2.884196,7.395589,-0.015975,0.065350,0.017597
0.136825,2.972547,7.420630,0.017227,-0.066786,0.046876
-0.025674,2.844150,7.455096,-0.022781,0.043155,-0.040709
0.070637,2.690664,7.474175,0.003120,0.017600,-0.007702
-0.114820,2.811638,7.636916,0.014797,-0.013320,-0.032453
0.196842,2.513133,7.755816,0.075145,0.052448,-0.038043
0.287121,2.384662,7.558317,0.023595,-0.037134,-0.059234
0.154391,2.349109,7.848754,0.047165,-0.085205,0.046343
-0.070310,2.417284,7.802359,-0.016860,-0.010577,0.020488
-0.021593,2.375860,7.860610,0.025138,-0.041317,0.035886
-0.084010,2.216975,7.875333,0.002048,-0.062803,-0.008494
-0.050707,2.209695,8.064030,0.065745,0.083830,0.035867
-0.032565,2.129829,8.098470,-0.062534,0.024530,0.042543
0.082928,2.241313,8.186618,0.033570,0.039248,0.018163
0.058224,1.977020,8.351386,-0.006034,-0.030418,-0.094897
0.187894,2.003592,8.159903,0.014870,0.009303,0.027879
0.054479,2.027274,8.411304,-0.068687,0.032251,0.102727
0.119476,1.733295,8.324815,0.002414,-0.003083,0.015450
0.016940,1.542110,8.539492,0.100410,-0.051182,0.010160
0.154421,1.460494,8.479908,-0.040888,-0.027350,-0.002480
-0.123844,1.618845,8.654746,0.066763,0.090050,0.022407
0.167896,1.677744,8.823249,-0.019131,0.124637,-0.021378
0.017476,1.547188,8.725563,-0.028557,-0.088747,0.069805
