acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
0.519088,11.496729,2.403488,1.137480,-0.044644,0.511046
0.434524,11.534550,2.219186,1.166613,0.005844,0.437186
0.383496,11.567678,2.078898,1.189531,0.028598,0.508793
0.378056,11.635037,2.266201,1.163456,-0.046731,0.477176
0.521462,11.310210,2.109944,1.196567,0.016207,0.446429
0.431441,11.547974,1.943190,1.149222,0.060094,0.463904
0.487564,11.396616,1.835111,1.019714,0.008128,0.524690
0.659127,11.282020,1.834073,0.966533,0.001189,0.419605
0.634748,11.202479,1.431960,0.941022,0.007770,0.458528
0.666652,10.918429,1.565794,0.847002,0.051090,0.391089
0.470081,10.653143,1.575538,0.724567,-0.026767,0.304633
0.482052,10.675296,1.275078,0.634532,0.082160,0.375884
0.544191,10.329705,1.021680,0.527427,-0.016521,0.326804
0.591287,9.986964,1.005529,0.409007,0.080348,0.373974
0.689637,9.872501,0.796322,0.266473,0.001406,0.299654
0.684671,9.592381,0.797333,0.065582,-0.057927,0.222013
0.674566,9.319994,0.650808,-0.042127,-0.011680,0.183219
0.783017,9.079708,0.685012,-0.184854,-0.012737,0.169171
0.554029,8.948724,0.577401,-0.334919,-0.012838,0.164774
0.434324,8.520123,0.711127,-0.415447,-0.076116,0.082717
0.664316,8.331025,0.676856,-0.578636,0.003845,0.150477
0.646202,8.112820,0.497070,-0.718716,-0.036717,0.105718
0.592703,7.856607,0.501644,-0.823738,0.062043,0.064383
0.577082,7.591495,0.483363,-0.906169,0.099017,0.040641
0.500528,7.705912,0.332503,-0.967478,0.025852,0.048602
0.475481,7.422497,0.640974,-1.050381,0.007754,-0.005793
0.490329,7.544301,0.652178,-1.142808,0.013021,0.042222
0.433032,7.310568,0.603958,-1.113935,0.012157,-0.033677
0.537753,7.104247,0.622097,-1.223931,-0.010420,-0.058751
0.473605,7.340527,0.560180,-1.140322,-0.030835,-0.144435
0.540251,7.214308,0.677676,-1.106897,0.003850,-0.080158
0.076030,7.115499,0.958394,-1.163997,0.009847,-0.192792
0.341732,7.401072,1.007047,-1.096760,0.054311,-0.248840
0.208453,7.394017,1.172940,-1.095339,0.036603,-0.238783
0.312185,7.480914,1.371796,-1.033064,0.040382,-0.214830
0.195835,7.622605,1.342452,-0.949634,0.008495,-0.331795
0.333449,7.869251,1.443682,-0.873130,0.004967,-0.305723
0.285798,8.290613,1.650366,-0.770272,-0.028639,-0.372061
0.283137,8.391979,1.683340,-0.597741,-0.078706,-0.391282
0.128438,8.387491,1.834602,-0.566438,0.016761,-0.443095
0.028750,8.715085,1.886474,-0.359945,0.065581,-0.322955
0.027944,9.057222,2.049613,-0.297837,0.011936,-0.447031
-0.164693,9.183632,2.002090,-0.134647,-0.004539,-0.374536
0.011168,9.564985,2.263267,0.076924,-0.028606,-0.410222
-0.126916,9.794430,2.264162,0.102330,-0.030118,-0.484643
-0.196771,10.094244,2.455515,0.331742,-0.008113,-0.469076
-0.022551,10.201338,2.542317,0.453687,0.000896,-0.451965
-0.200891,10.558169,2.411400,0.592456,-0.011374,-0.466044
-0.207509,10.466739,2.457332,0.737367,-0.022241,-0.491395
-0.208949,10.866345,2.674758,0.859068,-0.044110,-0.422073
-0.366512,11.029246,2.406692,0.856254,-0.013815,-0.535831
-0.337999,11.344337,2.629475,1.082206,-0.020134,-0.519727
-0.382099,11.299709,2.337114,1.051212,0.003824,-0.513002
-0.210729,11.588371,2.400437,1.117596,-0.141168,-0.496050
-0.509145,11.421894,2.373930,1.165236,0.041543,-0.442751
-0.341522,11.393229,2.258925,1.182807,0.032649,-0.534271
-0.260200,11.595728,2.363461,1.230627,-0.022899,-0.531024
-0.381263,11.496796,2.098964,1.185826,0.056019,-0.468180
-0.481659,11.467996,1.936443,1.230212,-0.029949,-0.423673
-0.339141,11.394382,2.039224,1.105469,0.009013,-0.445505
-0.552830,11.390240,1.879655,1.103843,0.010030,-0.470781
-0.586669,11.323442,1.506522,1.043786,0.069266,-0.450106
-0.498684,10.868526,1.573306,0.852652,0.019973,-0.424091
-0.471227,11.003267,1.349672,0.825722,0.022247,-0.411793
-0.685721,10.677132,1.381935,0.713827,-0.004005,-0.316103
-0.782119,10.531589,1.280113,0.609555,-0.049427,-0.402810
-0.615431,10.357203,1.160410,0.489426,-0.045177,-0.396341
-0.647500,9.870759,1.045365,0.378210,0.027380,-0.326314
-0.692831,9.757463,0.980280,0.228672,0.007525,-0.264172
-0.457948,9.557008,0.895830,0.102307,-0.104232,-0.273589
-0.744249,9.328937,0.751451,-0.041038,-0.016418,-0.237324
-0.474959,8.995447,0.660384,-0.170758,0.003237,-0.152446
-0.488048,8.790401,0.511849,-0.292010,-0.004743,-0.193953
-0.332795,8.450250,0.566368,-0.582826,-0.013060,-0.212797
-0.545319,8.355056,0.516565,-0.585318,0.006115,-0.102928
-0.588523,8.089785,0.399752,-0.655582,-0.001051,-0.011197
-0.343145,7.893984,0.560276,-0.809766,-0.052409,-0.096200
-0.577855,7.703614,0.457855,-0.930461,0.023685,-0.082660
-0.683747,7.568941,0.479056,-1.011518,-0.006442,-0.033595
-0.394184,7.336144,0.491717,-1.037609,0.025653,0.060145
-0.582017,7.497532,0.505081,-1.139234,0.048101,-0.011971
-0.415107,7.375808,0.632336,-1.222158,-0.048552,0.071920
-0.586578,7.096948,0.799441,-1.143307,-0.024086,0.081202
-0.550992,7.256814,0.802103,-1.208635,0.022913,0.109543
-0.361809,7.278908,0.784141,-1.213619,-0.053816,0.133720
-0.470307,7.347078,0.909872,-1.121273,0.003637,0.154403
-0.619734,7.413401,0.971641,-1.079141,-0.023409,0.267578
-0.268799,7.588858,1.185174,-1.017323,0.002240,0.176904
-0.185656,7.592746,1.454773,-0.912184,0.015491,0.249152
-0.360194,7.729336,1.478649,-0.882178,0.028092,0.338915
-0.240912,8.021098,1.484636,-0.851070,0.012739,0.262439
0.017933,8.314355,1.672176,-0.690873,-0.000918,0.343457
-0.100234,8.435433,1.639423,-0.606582,-0.010040,0.318700
-0.252656,8.671001,1.896207,-0.444150,0.059588,0.351175
-0.109656,8.787416,1.735859,-0.322201,0.017287,0.392508
-0.071315,8.960522,2.165479,-0.269304,-0.052064,0.378353
0.082169,9.348204,2.204632,-0.154868,0.056321,0.440318
-0.132085,9.606035,2.310405,0.069368,-0.087609,0.367224
0.177092,10.013470,2.150431,0.209388,0.078820,0.425307
0.048470,9.976883,2.398024,0.380102,-0.019196,0.466995
0.123105,10.268554,2.532653,0.525512,-0.013838,0.447133
0.045657,10.416822,2.363955,0.658542,0.001822,0.526724
0.153270,10.612058,2.484876,0.691127,0.056267,0.500717
0.205615,10.852350,2.587018,0.842883,0.005265,0.474585
0.248319,11.212790,2.476463,0.921164,-0.017704,0.536535
0.283091,11.202822,2.478057,0.996332,-0.059860,0.432632
0.387004,11.345522,2.500100,1.004962,0.024719,0.453705
0.263703,11.563364,2.346881,1.141018,0.005463,0.495435
0.458169,11.566238,2.501286,1.186195,0.006332,0.386198
0.284351,11.456094,2.220350,1.179479,0.017004,0.555082
0.286694,11.479307,2.266284,1.267448,-0.054526,0.468701
0.448689,11.553592,2.078022,1.128606,0.060795,0.514782
0.411808,11.720903,1.947379,1.180350,0.006644,0.519459
0.360140,11.560725,1.896488,1.174010,0.046322,0.470889
0.715379,11.325718,1.894115,1.055525,0.030685,0.472113
0.637131,11.196784,1.622473,0.991275,-0.014050,0.470159
0.618659,11.152103,1.440278,0.981300,-0.029976,0.398202
0.445439,10.663884,1.524348,0.832179,0.019464,0.370364
0.543962,10.703845,1.179612,0.785774,0.016884,0.393705
0.470259,10.457101,1.167526,0.663427,-0.017962,0.348838
0.599805,10.333309,1.351327,0.417519,-0.006894,0.271545
0.591972,10.144917,0.936078,0.365793,0.016800,0.297621
0.430413,9.748197,0.760547,0.195525,0.030459,0.239824
0.601277,9.450461,0.634012,0.068661,0.027980,0.189548
0.773274,9.218324,0.583908,-0.051977,-0.066962,0.230830
0.687312,8.944767,0.785138,-0.264702,0.057250,0.163144
0.519948,8.714523,0.650251,-0.420001,0.005334,0.166064
0.646385,8.605262,0.558453,-0.545195,0.021033,0.075515
0.631704,8.374860,0.551814,-0.650888,-0.023009,0.159298
0.554389,7.942830,0.569160,-0.673767,0.044111,0.092681
0.560750,7.851134,0.627966,-0.928968,0.015634,0.128901
0.399737,7.882756,0.502492,-0.877511,0.018518,-0.006474
0.558414,7.527792,0.356065,-1.030269,0.077353,-0.044675
0.495053,7.474855,0.621725,-1.123852,0.037702,-0.034404
0.469833,7.123060,0.444117,-1.179244,0.061119,-0.027810
0.673795,7.162190,0.797421,-1.185903,-0.045831,0.006707
0.352549,7.211487,0.785154,-1.194360,0.055893,-0.068125
0.339786,7.376968,0.808686,-1.220756,-0.020518,-0.074346
0.442304,7.208889,0.954959,-1.131654,-0.075077,-0.138086
0.527166,7.270070,1.158334,-1.169068,-0.041333,-0.176942
0.279939,7.436155,1.137541,-1.176450,-0.018658,-0.246048
0.204892,7.485633,1.198222,-1.085454,-0.002859,-0.280701
0.196023,7.631099,1.325081,-0.931055,0.019731,-0.193449
0.242720,7.744246,1.416992,-0.915401,-0.021952,-0.219147
0.180995,7.943534,1.478149,-0.834786,-0.007132,-0.283949
0.450491,7.987282,1.600036,-0.752810,0.028452,-0.311622
0.100654,8.548448,1.640312,-0.534610,0.035602,-0.304022
0.159724,8.600002,1.915801,-0.463928,-0.034507,-0.291477
0.206271,8.938955,1.942265,-0.388465,-0.057061,-0.371849
0.067263,8.881328,2.095567,-0.125835,0.007582,-0.371719
-0.066476,9.304217,2.007462,-0.131511,-0.019982,-0.502486
0.018428,9.409605,2.271984,0.119396,-0.061889,-0.493024
-0.179618,9.748507,2.443498,0.247400,0.042473,-0.461152
-0.032889,10.196951,2.543616,0.385223,0.021512,-0.474745
-0.203367,10.471459,2.288652,0.449282,0.022596,-0.451355
-0.085446,10.499478,2.377025,0.652786,0.012483,-0.530752
-0.132038,10.855187,2.583255,0.760210,-0.000055,-0.509809
-0.204771,10.967521,2.552614,0.826428,-0.027610,-0.459765
-0.227883,11.181214,2.514940,0.875718,-0.039739,-0.511606
-0.205105,11.113886,2.462514,1.078553,0.042171,-0.565530
-0.457909,11.428546,2.607679,1.135841,0.053977,-0.546599
-0.395987,11.510925,2.474161,1.034015,-0.002889,-0.452786
-0.583220,11.515045,2.377783,1.236190,-0.034833,-0.423955
-0.692737,11.509424,2.382804,1.105158,-0.014722,-0.505395
-0.327957,11.654638,2.281827,1.245879,0.051932,-0.443549
-0.430510,11.652962,2.073508,1.134972,0.034505,-0.452729
-0.462666,11.484785,2.134666,1.095199,-0.082681,-0.421336
-0.342706,11.607668,1.863845,1.112111,-0.051407,-0.459374
-0.609172,11.491147,1.849887,1.075935,-0.003314,-0.499785
-0.498122,11.167423,1.724888,1.064433,0.040169,-0.436291
-0.654889,11.136894,1.704559,0.891408,0.014379,-0.451793
-0.396780,10.964543,1.311910,0.818048,-0.053229,-0.391780
-0.551771,10.907807,1.247372,0.649388,-0.044723,-0.304157
-0.587099,10.618000,1.282319,0.580031,0.008296,-0.430212
-0.340867,10.171781,1.011798,0.427466,0.018448,-0.320572
-0.472169,9.882656,0.986554,0.232736,0.008286,-0.291140
-0.604825,9.855077,0.969823,0.233466,-0.026209,-0.371911
-0.554198,9.455933,0.940100,0.002989,-0.043883,-0.228226
-0.196927,9.308933,0.748028,-0.205648,-0.017934,-0.175252
-0.726862,8.922103,0.646503,-0.235211,0.035853,-0.271756
-0.646073,8.736155,0.786795,-0.434900,0.057490,-0.175135
